,Gene_MEND52
8879,GRCh38______AC097462.3
8880,GRCh38______INTU
8881,GRCh38______SLC25A31
8882,GRCh38______HSPA4L
8883,GRCh38______AC093591.2
8884,GRCh38______PLK4
8885,GRCh38______MFSD8
8886,GRCh38______ABHD18
8887,GRCh38______LARP1B
8888,GRCh38______PGRMC2
8889,GRCh38______LINC02615
8890,GRCh38______AC110609.1
8891,GRCh38______AC078850.1
8892,GRCh38______AC078850.2
8893,GRCh38______JADRR
8894,GRCh38______JADE1
8895,GRCh38______SCLT1
8896,GRCh38______C4orf33
8897,GRCh38______AC082650.1
8898,GRCh38______AC082650.2
8899,GRCh38______LINC02466
8900,GRCh38______LINC02465
8901,GRCh38______LINC02479
8902,GRCh38______AC093831.1
8903,GRCh38______LINC02377
8904,GRCh38______SNHG27
8905,GRCh38______AC096711.2
8906,GRCh38______AC093916.1
8907,GRCh38______AC096711.1
8908,GRCh38______AC114741.1
8909,GRCh38______LINC01256
8910,GRCh38______AC115622.1
8911,GRCh38______AC110751.1
8912,GRCh38______AC105383.1
8913,GRCh38______PCDH10
8914,GRCh38______AC108052.1
8915,GRCh38______AC079380.1
8916,GRCh38______AC015631.1
8917,GRCh38______AC096763.1
8918,GRCh38______PABPC4L
8919,GRCh38______LINC02462
8920,GRCh38______AC093722.1
8921,GRCh38______AC104619.2
8922,GRCh38______AC107463.1
8923,GRCh38______LINC02485
8924,GRCh38______AC105362.1
8925,GRCh38______LINC00613
8926,GRCh38______AC073429.2
8927,GRCh38______AC018680.1
8928,GRCh38______AC073429.1
8929,GRCh38______LINC02511
8930,GRCh38______LINC02510
8931,GRCh38______PCDH18
8932,GRCh38______LINC02172
8933,GRCh38______AC116563.1
8934,GRCh38______AC131956.2
8935,GRCh38______AC131956.3
8936,GRCh38______AC131956.1
8937,GRCh38______AC097511.1
8938,GRCh38______LINC00616
8939,GRCh38______SLC7A11-AS1
8940,GRCh38______SLC7A11
8941,GRCh38______AC093903.1
8942,GRCh38______LINC00498
8943,GRCh38______LINC00499
8944,GRCh38______LINC00500
8945,GRCh38______AC098859.2
8946,GRCh38______AC093766.1
8947,GRCh38______AC109927.1
8948,GRCh38______AC109927.2
8949,GRCh38______NOCT
8950,GRCh38______ELF2
8951,GRCh38______MGARP
8952,GRCh38______NDUFC1
8953,GRCh38______NAA15
8954,GRCh38______AC097376.3
8955,GRCh38______RAB33B
8956,GRCh38______SETD7
8957,GRCh38______AC112236.2
8958,GRCh38______AC112236.3
8959,GRCh38______AC112236.1
8960,GRCh38______MGST2
8961,GRCh38______MAML3
8962,GRCh38______AC108053.1
8963,GRCh38______AC131182.1
8964,GRCh38______SCOC
8965,GRCh38______SCOC-AS1
8966,GRCh38______CLGN
8967,GRCh38______MGAT4D
8968,GRCh38______ELMOD2
8969,GRCh38______UCP1
8970,GRCh38______AC108019.2
8971,GRCh38______TBC1D9
8972,GRCh38______AC096733.1
8973,GRCh38______AC096733.2
8974,GRCh38______RNF150
8975,GRCh38______ZNF330
8976,GRCh38______AC107220.1
8977,GRCh38______LINC02432
8978,GRCh38______AC097504.2
8979,GRCh38______LINC02276
8980,GRCh38______IL15
8981,GRCh38______INPP4B
8982,GRCh38______AC139720.2
8983,GRCh38______AC139720.1
8984,GRCh38______AC104596.1
8985,GRCh38______USP38
8986,GRCh38______AC097658.2
8987,GRCh38______GAB1
8988,GRCh38______AC097658.3
8989,GRCh38______SMARCA5-AS1
8990,GRCh38______SMARCA5
8991,GRCh38______AC107223.1
8992,GRCh38______FREM3
8993,GRCh38______GYPE
8994,GRCh38______GYPB
8995,GRCh38______AC093890.2
8996,GRCh38______GYPA
8997,GRCh38______AC098588.3
8998,GRCh38______AC106871.1
8999,GRCh38______HHIP-AS1
9000,GRCh38______HHIP
9001,GRCh38______ANAPC10
9002,GRCh38______AC109811.1
9003,GRCh38______ABCE1
9004,GRCh38______OTUD4
9005,GRCh38______LINC02266
9006,GRCh38______AC093796.1
9007,GRCh38______SMAD1
9008,GRCh38______SMAD1-AS2
9009,GRCh38______SMAD1-AS1
9010,GRCh38______MMAA
9011,GRCh38______AC093864.1
9012,GRCh38______C4orf51
9013,GRCh38______ZNF827
9014,GRCh38______AC104791.1
9015,GRCh38______AC108206.1
9016,GRCh38______LINC01095
9017,GRCh38______LSM6
9018,GRCh38______REELD1
9019,GRCh38______AC097372.1
9020,GRCh38______SLC10A7
9021,GRCh38______POU4F2
9022,GRCh38______TTC29
9023,GRCh38______AC092435.2
9024,GRCh38______AC092435.1
9025,GRCh38______AC092435.3
9026,GRCh38______AC097450.1
9027,GRCh38______EDNRA
9028,GRCh38______LINC02507
9029,GRCh38______AC093835.1
9030,GRCh38______TMEM184C
9031,GRCh38______PRMT9
9032,GRCh38______ARHGAP10
9033,GRCh38______NR3C2
9034,GRCh38______AC069272.1
9035,GRCh38______AC002460.2
9036,GRCh38______AC108935.1
9037,GRCh38______AC002460.1
9038,GRCh38______AC108156.1
9039,GRCh38______LINC02430
9040,GRCh38______LINC02355
9041,GRCh38______IQCM
9042,GRCh38______AC108168.1
9043,GRCh38______AC093893.1
9044,GRCh38______AC105343.1
9045,GRCh38______AC105343.2
9046,GRCh38______DCLK2
9047,GRCh38______LRBA
9048,GRCh38______AC110813.1
9049,GRCh38______MAB21L2
9050,GRCh38______RPS3A
9051,GRCh38______SH3D19
9052,GRCh38______AC095055.1
9053,GRCh38______PRSS48
9054,GRCh38______AC104819.3
9055,GRCh38______FAM160A1-DT
9056,GRCh38______FAM160A1
9057,GRCh38______GATB
9058,GRCh38______AC092611.1
9059,GRCh38______AC107074.1
9060,GRCh38______AC112242.2
9061,GRCh38______AC112242.1
9062,GRCh38______AC097375.2
9063,GRCh38______AC097375.1
9064,GRCh38______AC097375.4
9065,GRCh38______AC097375.3
9066,GRCh38______AC097375.5
9067,GRCh38______LINC02273
9068,GRCh38______AC079340.3
9069,GRCh38______AC079340.1
9070,GRCh38______AC079340.2
9071,GRCh38______AC080078.1
9072,GRCh38______AC080078.2
9073,GRCh38______FBXW7
9074,GRCh38______FBXW7-AS1
9075,GRCh38______AC023424.3
9076,GRCh38______MIR4453HG
9077,GRCh38______TMEM154
9078,GRCh38______AC106882.1
9079,GRCh38______TIGD4
9080,GRCh38______ARFIP1
9081,GRCh38______AC093599.2
9082,GRCh38______FHDC1
9083,GRCh38______AC093599.1
9084,GRCh38______TRIM2
9085,GRCh38______MND1
9086,GRCh38______TMEM131L
9087,GRCh38______AC106865.2
9088,GRCh38______TLR2
9089,GRCh38______RNF175
9090,GRCh38______AC020703.1
9091,GRCh38______SFRP2
9092,GRCh38______AC079298.3
9093,GRCh38______DCHS2
9094,GRCh38______AC079298.1
9095,GRCh38______AC079298.2
9096,GRCh38______PLRG1
9097,GRCh38______FGB
9098,GRCh38______FGA
9099,GRCh38______FGG
9100,GRCh38______LRAT
9101,GRCh38______AC009567.1
9102,GRCh38______RBM46
9103,GRCh38______AC097467.3
9104,GRCh38______AC104407.1
9105,GRCh38______NPY2R
9106,GRCh38______AC097467.1
9107,GRCh38______MAP9
9108,GRCh38______AC097526.1
9109,GRCh38______AC107208.1
9110,GRCh38______GUCY1A1
9111,GRCh38______AC104083.1
9112,GRCh38______GUCY1B1
9113,GRCh38______ASIC5
9114,GRCh38______TDO2
9115,GRCh38______CTSO
9116,GRCh38______AC096736.3
9117,GRCh38______LINC02272
9118,GRCh38______AC096736.2
9119,GRCh38______AC096736.1
9120,GRCh38______PDGFC
9121,GRCh38______AC092608.1
9122,GRCh38______GLRB
9123,GRCh38______GRIA2
9124,GRCh38______AC093817.2
9125,GRCh38______LINC02433
9126,GRCh38______AC093817.1
9127,GRCh38______AC017037.5
9128,GRCh38______AC084740.1
9129,GRCh38______GASK1B
9130,GRCh38______FAM198B-AS1
9131,GRCh38______AC098679.6
9132,GRCh38______AC098679.1
9133,GRCh38______TMEM144
9134,GRCh38______AC098679.5
9135,GRCh38______RXFP1
9136,GRCh38______AC121161.2
9137,GRCh38______C4orf46
9138,GRCh38______ETFDH
9139,GRCh38______PPID
9140,GRCh38______FNIP2
9141,GRCh38______C4orf45
9142,GRCh38______RAPGEF2
9143,GRCh38______AC074344.2
9144,GRCh38______LINC02233
9145,GRCh38______LINC02477
9146,GRCh38______AC104793.1
9147,GRCh38______FSTL5
9148,GRCh38______AC023136.1
9149,GRCh38______AC021134.1
9150,GRCh38______AC021134.2
9151,GRCh38______AC022272.1
9152,GRCh38______NAF1
9153,GRCh38______NPY1R
9154,GRCh38______NPY5R
9155,GRCh38______TKTL2
9156,GRCh38______TMA16
9157,GRCh38______MARCH1
9158,GRCh38______AC093788.1
9159,GRCh38______SMIM31
9160,GRCh38______APELA
9161,GRCh38______AC106872.12
9162,GRCh38______TRIM61
9163,GRCh38______FAM218A
9164,GRCh38______AC106872.9
9165,GRCh38______TRIM60
9166,GRCh38______TRIM75P
9167,GRCh38______TMEM192
9168,GRCh38______KLHL2
9169,GRCh38______GK3P
9170,GRCh38______MSMO1
9171,GRCh38______CPE
9172,GRCh38______AC080079.2
9173,GRCh38______LINC01179
9174,GRCh38______TLL1
9175,GRCh38______AC097487.1
9176,GRCh38______SPOCK3
9177,GRCh38______AC079349.1
9178,GRCh38______AC116634.1
9179,GRCh38______ANXA10
9180,GRCh38______AC068989.1
9181,GRCh38______DDX60
9182,GRCh38______DDX60L
9183,GRCh38______PALLD
9184,GRCh38______AC079858.1
9185,GRCh38______AC080188.1
9186,GRCh38______CBR4
9187,GRCh38______AC021151.1
9188,GRCh38______SH3RF1
9189,GRCh38______AC096741.1
9190,GRCh38______NEK1
9191,GRCh38______AC084724.1
9192,GRCh38______CLCN3
9193,GRCh38______HPF1
9194,GRCh38______AC079768.3
9195,GRCh38______AC079768.4
9196,GRCh38______LINC02275
9197,GRCh38______AC079768.2
9198,GRCh38______AC084866.2
9199,GRCh38______AC084866.1
9200,GRCh38______MFAP3L
9201,GRCh38______AADAT
9202,GRCh38______LINC01612
9203,GRCh38______LINC02512
9204,GRCh38______LINC02382
9205,GRCh38______AC034159.2
9206,GRCh38______LINC02431
9207,GRCh38______LINC02504
9208,GRCh38______AC074254.2
9209,GRCh38______LINC02174
9210,GRCh38______AC074254.1
9211,GRCh38______GALNTL6
9212,GRCh38______AC105285.1
9213,GRCh38______GALNT7
9214,GRCh38______AC097534.1
9215,GRCh38______HMGB2
9216,GRCh38______AC097534.2
9217,GRCh38______SAP30
9218,GRCh38______SCRG1
9219,GRCh38______AC093849.4
9220,GRCh38______AC093849.3
9221,GRCh38______AC093849.1
9222,GRCh38______AC093849.2
9223,GRCh38______HAND2
9224,GRCh38______HAND2-AS1
9225,GRCh38______LINC02269
9226,GRCh38______AC106895.1
9227,GRCh38______AC106895.2
9228,GRCh38______LINC02268
9229,GRCh38______AC012055.1
9230,GRCh38______AC012055.2
9231,GRCh38______FBXO8
9232,GRCh38______CEP44
9233,GRCh38______AC116616.1
9234,GRCh38______HPGD
9235,GRCh38______AC096751.2
9236,GRCh38______GLRA3
9237,GRCh38______ADAM29
9238,GRCh38______AC105914.2
9239,GRCh38______AC022325.2
9240,GRCh38______AC095050.1
9241,GRCh38______AC131094.1
9242,GRCh38______GPM6A
9243,GRCh38______AC097537.1
9244,GRCh38______WDR17
9245,GRCh38______SPATA4
9246,GRCh38______ASB5
9247,GRCh38______AC019163.1
9248,GRCh38______SPCS3
9249,GRCh38______AC093801.1
9250,GRCh38______VEGFC
9251,GRCh38______AC097518.2
9252,GRCh38______AC092673.1
9253,GRCh38______LINC02509
9254,GRCh38______AC097518.1
9255,GRCh38______NEIL3
9256,GRCh38______AC027627.1
9257,GRCh38______AGA
9258,GRCh38______AC078881.1
9259,GRCh38______AC103879.1
9260,GRCh38______LINC01098
9261,GRCh38______LINC01099
9262,GRCh38______AC020551.1
9263,GRCh38______AC108169.1
9264,GRCh38______AC096747.1
9265,GRCh38______AC104803.1
9266,GRCh38______LINC00290
9267,GRCh38______LINC02500
9268,GRCh38______AC093840.2
9269,GRCh38______AC084741.1
9270,GRCh38______TEMN3-AS1
9271,GRCh38______TENM3-AS1
9272,GRCh38______TENM3
9273,GRCh38______AC108142.1
9274,GRCh38______AC079226.2
9275,GRCh38______AC079226.1
9276,GRCh38______AC114798.1
9277,GRCh38______AC079766.1
9278,GRCh38______DCTD
9279,GRCh38______AC019193.4
9280,GRCh38______AC019193.3
9281,GRCh38______AC019193.2
9282,GRCh38______WWC2-AS2
9283,GRCh38______WWC2
9284,GRCh38______WWC2-AS1
9285,GRCh38______CLDN22
9286,GRCh38______CLDN24
9287,GRCh38______CDKN2AIP
9288,GRCh38______AC107214.1
9289,GRCh38______ING2
9290,GRCh38______AC107214.2
9291,GRCh38______RWDD4
9292,GRCh38______TRAPPC11
9293,GRCh38______AC108477.2
9294,GRCh38______AC108477.1
9295,GRCh38______STOX2
9296,GRCh38______AC074194.1
9297,GRCh38______ENPP6
9298,GRCh38______AC107222.2
9299,GRCh38______LINC02363
9300,GRCh38______LINC02362
9301,GRCh38______IRF2
9302,GRCh38______AC099343.2
9303,GRCh38______AC099343.3
9304,GRCh38______AC099343.4
9305,GRCh38______LINC02427
9306,GRCh38______LINC02365
9307,GRCh38______CASP3
9308,GRCh38______PRIMPOL
9309,GRCh38______CENPU
9310,GRCh38______ACSL1
9311,GRCh38______AC084871.1
9312,GRCh38______AC084871.3
9313,GRCh38______MIR3945HG
9314,GRCh38______LINC01093
9315,GRCh38______LINC02437
9316,GRCh38______HELT
9317,GRCh38______LINC02436
9318,GRCh38______AC093824.2
9319,GRCh38______SLC25A4
9320,GRCh38______CFAP97
9321,GRCh38______SNX25
9322,GRCh38______LRP2BP
9323,GRCh38______AC112722.1
9324,GRCh38______ANKRD37
9325,GRCh38______UFSP2
9326,GRCh38______C4orf47
9327,GRCh38______CCDC110
9328,GRCh38______AC106897.1
9329,GRCh38______PDLIM3
9330,GRCh38______SORBS2
9331,GRCh38______AC093797.1
9332,GRCh38______AC108472.1
9333,GRCh38______AC096659.1
9334,GRCh38______TLR3
9335,GRCh38______FAM149A
9336,GRCh38______CYP4V2
9337,GRCh38______KLKB1
9338,GRCh38______F11
9339,GRCh38______F11-AS1
9340,GRCh38______AC109517.1
9341,GRCh38______MTNR1A
9342,GRCh38______FAT1
9343,GRCh38______AC107050.1
9344,GRCh38______AC108865.1
9345,GRCh38______AC108865.2
9346,GRCh38______AC110772.1
9347,GRCh38______AC110772.2
9348,GRCh38______AC108046.1
9349,GRCh38______LINC02374
9350,GRCh38______AC097652.1
9351,GRCh38______LINC02514
9352,GRCh38______LINC02515
9353,GRCh38______AC093763.1
9354,GRCh38______LINC02492
9355,GRCh38______AC097521.1
9356,GRCh38______AC108073.3
9357,GRCh38______ZFP42
9358,GRCh38______TRIML2
9359,GRCh38______TRIML1
9360,GRCh38______AC138781.1
9361,GRCh38______LINC02434
9362,GRCh38______LINC01060
9363,GRCh38______AC093909.2
9364,GRCh38______LINC02508
9365,GRCh38______AC093909.4
9366,GRCh38______AC122138.1
9367,GRCh38______AC107391.1
9368,GRCh38______AC105924.1
9369,GRCh38______LINC01262
9370,GRCh38______AF250324.1
9371,GRCh38______FRG1-DT
9372,GRCh38______LINC01596
9373,GRCh38______FRG1
9374,GRCh38______FRG2
9375,GRCh38______DBET
9376,GRCh38______DUX4
9377,GRCh38______PLEKHG4B
9378,GRCh38______LRRC14B
9379,GRCh38______AC021087.4
9380,GRCh38______CCDC127
9381,GRCh38______SDHA
9382,GRCh38______AC021087.1
9383,GRCh38______PDCD6
9384,GRCh38______AHRR
9385,GRCh38______EXOC3-AS1
9386,GRCh38______EXOC3
9387,GRCh38______AC010442.1
9388,GRCh38______SLC9A3
9389,GRCh38______SLC9A3-AS1
9390,GRCh38______AC106772.2
9391,GRCh38______AC106772.1
9392,GRCh38______CEP72
9393,GRCh38______TPPP
9394,GRCh38______AC026740.1
9395,GRCh38______ZDHHC11B
9396,GRCh38______AC026740.3
9397,GRCh38______ZDHHC11
9398,GRCh38______BRD9
9399,GRCh38______TRIP13
9400,GRCh38______AC122719.3
9401,GRCh38______AC122719.1
9402,GRCh38______AC122719.2
9403,GRCh38______AC116351.1
9404,GRCh38______AC116351.2
9405,GRCh38______NKD2
9406,GRCh38______SLC12A7
9407,GRCh38______AC114291.1
9408,GRCh38______SLC6A19
9409,GRCh38______SLC6A18
9410,GRCh38______AC114291.2
9411,GRCh38______TERT
9412,GRCh38______CLPTM1L
9413,GRCh38______AC026748.3
9414,GRCh38______LINC01511
9415,GRCh38______SLC6A3
9416,GRCh38______LPCAT1
9417,GRCh38______AC091849.2
9418,GRCh38______AC026412.3
9419,GRCh38______AC112176.1
9420,GRCh38______MRPL36
9421,GRCh38______NDUFS6
9422,GRCh38______AC025183.3
9423,GRCh38______LINC02116
9424,GRCh38______IRX4
9425,GRCh38______AC025183.1
9426,GRCh38______AC025183.2
9427,GRCh38______AC126768.3
9428,GRCh38______AC124852.1
9429,GRCh38______AC126768.1
9430,GRCh38______AC126768.2
9431,GRCh38______LSINCT5
9432,GRCh38______AC091891.1
9433,GRCh38______IRX2
9434,GRCh38______C5orf38
9435,GRCh38______AC094105.1
9436,GRCh38______AC094105.2
9437,GRCh38______AC091832.1
9438,GRCh38______LINC01019
9439,GRCh38______LINC02162
9440,GRCh38______LINC01017
9441,GRCh38______IRX1
9442,GRCh38______AC016595.1
9443,GRCh38______AC025773.1
9444,GRCh38______AC025187.1
9445,GRCh38______LINC02063
9446,GRCh38______AC106799.3
9447,GRCh38______AC106799.2
9448,GRCh38______AC106799.1
9449,GRCh38______AC010634.1
9450,GRCh38______LINC02114
9451,GRCh38______AC026719.1
9452,GRCh38______AC026415.1
9453,GRCh38______AC010451.3
9454,GRCh38______AC010451.1
9455,GRCh38______LINC01020
9456,GRCh38______AC010451.2
9457,GRCh38______LINC02121
9458,GRCh38______AC022424.1
9459,GRCh38______ADAMTS16
9460,GRCh38______AC022424.2
9461,GRCh38______AC091978.1
9462,GRCh38______ICE1
9463,GRCh38______AC026736.1
9464,GRCh38______AC010266.2
9465,GRCh38______AC010266.1
9466,GRCh38______LINC02145
9467,GRCh38______MED10
9468,GRCh38______AC093307.1
9469,GRCh38______UBE2QL1
9470,GRCh38______LINC01018
9471,GRCh38______NSUN2
9472,GRCh38______SRD5A1
9473,GRCh38______LINC02102
9474,GRCh38______TENT4A
9475,GRCh38______LINC02236
9476,GRCh38______AC122710.2
9477,GRCh38______LINC02196
9478,GRCh38______AC122710.1
9479,GRCh38______AC025756.1
9480,GRCh38______AC091889.1
9481,GRCh38______AC091951.4
9482,GRCh38______AC027343.3
9483,GRCh38______LINC02123
9484,GRCh38______AC027343.1
9485,GRCh38______AC027343.2
9486,GRCh38______LINC02142
9487,GRCh38______ADCY2
9488,GRCh38______AC093305.1
9489,GRCh38______C5orf49
9490,GRCh38______MTRR
9491,GRCh38______FASTKD3
9492,GRCh38______AC025174.1
9493,GRCh38______AC116361.1
9494,GRCh38______AC091912.3
9495,GRCh38______LINC02226
9496,GRCh38______AC091965.1
9497,GRCh38______AC091965.4
9498,GRCh38______MIR4458HG
9499,GRCh38______AC091953.1
9500,GRCh38______AC091932.1
9501,GRCh38______LINC02199
9502,GRCh38______AC021088.1
9503,GRCh38______SEMA5A
9504,GRCh38______AC091906.1
9505,GRCh38______SEMA5A-AS1
9506,GRCh38______AC027335.1
9507,GRCh38______SNHG18
9508,GRCh38______AC026787.1
9509,GRCh38______TAS2R1
9510,GRCh38______LINC02112
9511,GRCh38______AC091838.1
9512,GRCh38______LINC02221
9513,GRCh38______AC034229.1
9514,GRCh38______AC034229.2
9515,GRCh38______AC034229.3
9516,GRCh38______AC034229.4
9517,GRCh38______ATPSCKMT
9518,GRCh38______AC012640.1
9519,GRCh38______CCT5
9520,GRCh38______AC012640.4
9521,GRCh38______AC012640.3
9522,GRCh38______CMBL
9523,GRCh38______AC012640.2
9524,GRCh38______MARCH6
9525,GRCh38______ROPN1L-AS1
9526,GRCh38______ROPN1L
9527,GRCh38______LINC01513
9528,GRCh38______AC092336.1
9529,GRCh38______LINC02212
9530,GRCh38______LINC02213
9531,GRCh38______ANKRD33B
9532,GRCh38______ANKRD33B-AS1
9533,GRCh38______DAP
9534,GRCh38______AC012629.2
9535,GRCh38______AC012629.1
9536,GRCh38______CTNND2
9537,GRCh38______AC106771.1
9538,GRCh38______LINC01194
9539,GRCh38______LINC02220
9540,GRCh38______AC016553.1
9541,GRCh38______DNAH5
9542,GRCh38______AC016576.1
9543,GRCh38______TRIO
9544,GRCh38______AC016549.1
9545,GRCh38______OTULINL
9546,GRCh38______AC010491.1
9547,GRCh38______OTULIN
9548,GRCh38______ANKH
9549,GRCh38______AC010491.2
9550,GRCh38______AC016575.1
9551,GRCh38______AC016575.2
9552,GRCh38______LINC02149
9553,GRCh38______AC114964.2
9554,GRCh38______FBXL7
9555,GRCh38______AC010638.1
9556,GRCh38______MARCH11
9557,GRCh38______AC016650.1
9558,GRCh38______AC092335.1
9559,GRCh38______LINC02150
9560,GRCh38______AC020980.1
9561,GRCh38______ZNF622
9562,GRCh38______RETREG1
9563,GRCh38______AC024588.1
9564,GRCh38______AC022113.1
9565,GRCh38______MYO10
9566,GRCh38______BASP1
9567,GRCh38______BASP1-AS1
9568,GRCh38______AC026790.1
9569,GRCh38______AC026785.2
9570,GRCh38______AC026785.3
9571,GRCh38______LINC02111
9572,GRCh38______LINC02217
9573,GRCh38______LINC02218
9574,GRCh38______AC106774.4
9575,GRCh38______TAF11L2
9576,GRCh38______TAF11L3
9577,GRCh38______TAF11L4
9578,GRCh38______TAF11L5
9579,GRCh38______TAF11L6
9580,GRCh38______TAF11L7
9581,GRCh38______TAF11L8
9582,GRCh38______TAF11L9
9583,GRCh38______TAF11L10
9584,GRCh38______TAF11L11
9585,GRCh38______TAF11L12
9586,GRCh38______TAF11L13
9587,GRCh38______TAF11L14
9588,GRCh38______H3.Y
9589,GRCh38______LINC02223
9590,GRCh38______LINC02100
9591,GRCh38______AC106744.1
9592,GRCh38______AC106744.2
9593,GRCh38______CDH18
9594,GRCh38______CDH18-AS1
9595,GRCh38______LINC02146
9596,GRCh38______LINC02241
9597,GRCh38______AC140168.1
9598,GRCh38______AC093274.1
9599,GRCh38______AC091946.2
9600,GRCh38______AC091946.1
9601,GRCh38______CDH12
9602,GRCh38______AC139497.1
9603,GRCh38______AC138854.1
9604,GRCh38______AC091938.1
9605,GRCh38______AC010445.1
9606,GRCh38______PRDM9
9607,GRCh38______C5orf17
9608,GRCh38______AC114930.1
9609,GRCh38______AC010387.1
9610,GRCh38______AC010387.2
9611,GRCh38______CDH10
9612,GRCh38______AC091885.2
9613,GRCh38______AC091893.2
9614,GRCh38______AC106821.2
9615,GRCh38______LINC02239
9616,GRCh38______AC106821.1
9617,GRCh38______LINC02228
9618,GRCh38______LINC02211
9619,GRCh38______AC099499.2
9620,GRCh38______AC099499.1
9621,GRCh38______AC106754.1
9622,GRCh38______AC022140.1
9623,GRCh38______AC113370.1
9624,GRCh38______AC025475.1
9625,GRCh38______AC025475.2
9626,GRCh38______AC113347.4
9627,GRCh38______CDH9
9628,GRCh38______PURPL
9629,GRCh38______AC113355.1
9630,GRCh38______LINC02103
9631,GRCh38______AC008825.1
9632,GRCh38______AC109472.1
9633,GRCh38______LINC02109
9634,GRCh38______AC112172.2
9635,GRCh38______LINC02064
9636,GRCh38______AC099517.1
9637,GRCh38______AC026433.1
9638,GRCh38______AC113386.1
9639,GRCh38______CDH6
9640,GRCh38______DROSHA
9641,GRCh38______C5orf22
9642,GRCh38______PDZD2
9643,GRCh38______AC022447.2
9644,GRCh38______AC022447.5
9645,GRCh38______AC022447.3
9646,GRCh38______AC022447.1
9647,GRCh38______AC022447.7
9648,GRCh38______AC022447.6
9649,GRCh38______AC025178.1
9650,GRCh38______GOLPH3
9651,GRCh38______AC025181.2
9652,GRCh38______MTMR12
9653,GRCh38______ZFR
9654,GRCh38______SUB1
9655,GRCh38______LINC02061
9656,GRCh38______AC008766.1
9657,GRCh38______NPR3
9658,GRCh38______AC010343.3
9659,GRCh38______LINC02120
9660,GRCh38______AC034223.1
9661,GRCh38______AC034223.2
9662,GRCh38______LINC02160
9663,GRCh38______AC034231.1
9664,GRCh38______TARS
9665,GRCh38______AC034232.2
9666,GRCh38______ADAMTS12
9667,GRCh38______RXFP3
9668,GRCh38______SLC45A2
9669,GRCh38______AMACR
9670,GRCh38______C1QTNF3
9671,GRCh38______AC139792.1
9672,GRCh38______AC138409.3
9673,GRCh38______AC025754.2
9674,GRCh38______RAI14
9675,GRCh38______AC025754.1
9676,GRCh38______AC026801.2
9677,GRCh38______TTC23L
9678,GRCh38______RAD1
9679,GRCh38______BRIX1
9680,GRCh38______DNAJC21
9681,GRCh38______AGXT2
9682,GRCh38______PRLR
9683,GRCh38______SPEF2
9684,GRCh38______AC137810.1
9685,GRCh38______IL7R
9686,GRCh38______CAPSL
9687,GRCh38______AC112204.2
9688,GRCh38______UGT3A1
9689,GRCh38______UGT3A2
9690,GRCh38______LMBRD2
9691,GRCh38______SKP2
9692,GRCh38______NADK2
9693,GRCh38______NADK2-AS1
9694,GRCh38______RANBP3L
9695,GRCh38______AC114277.1
9696,GRCh38______SLC1A3
9697,GRCh38______AC008957.2
9698,GRCh38______AC008957.1
9699,GRCh38______AC026741.1
9700,GRCh38______NIPBL-DT
9701,GRCh38______NIPBL
9702,GRCh38______CPLANE1
9703,GRCh38______AC025449.2
9704,GRCh38______NUP155
9705,GRCh38______WDR70
9706,GRCh38______GDNF-AS1
9707,GRCh38______GDNF
9708,GRCh38______LINC02117
9709,GRCh38______AC008869.1
9710,GRCh38______LINC02110
9711,GRCh38______AC034226.1
9712,GRCh38______LINC02119
9713,GRCh38______EGFLAM
9714,GRCh38______EGFLAM-AS4
9715,GRCh38______EGFLAM-AS3
9716,GRCh38______EGFLAM-AS2
9717,GRCh38______EGFLAM-AS1
9718,GRCh38______AC010457.1
9719,GRCh38______LIFR
