,Gene_MEND52
5223,GRCh38__AC010735.2
5224,GRCh38__RHBDD1
5225,GRCh38__COL4A4
5226,GRCh38__COL4A3
5227,GRCh38__AC097662.1
5228,GRCh38__MFF
5229,GRCh38__TM4SF20
5230,GRCh38__SCYGR1
5231,GRCh38__AGFG1
5232,GRCh38__SCYGR2
5233,GRCh38__SCYGR10
5234,GRCh38__C2orf83
5235,GRCh38__SCYGR3
5236,GRCh38__AC064853.1
5237,GRCh38__SCYGR4
5238,GRCh38__SCYGR5
5239,GRCh38__SLC19A3
5240,GRCh38__SCYGR6
5241,GRCh38__SCYGR7
5242,GRCh38__SCYGR8
5243,GRCh38__CCL20
5244,GRCh38__DAW1
5245,GRCh38__SPHKAP
5246,GRCh38__LINC01807
5247,GRCh38__AC012070.1
5248,GRCh38__PID1
5249,GRCh38__DNER
5250,GRCh38__TRIP12
5251,GRCh38__FBXO36
5252,GRCh38__SLC16A14
5253,GRCh38__AC009950.1
5254,GRCh38__SP110
5255,GRCh38__SP140
5256,GRCh38__SP140L
5257,GRCh38__SP100
5258,GRCh38__AC010149.1
5259,GRCh38__LINC01907
5260,GRCh38__CAB39
5261,GRCh38__ITM2C
5262,GRCh38__AC012507.2
5263,GRCh38__GPR55
5264,GRCh38__AC012507.1
5265,GRCh38__AC012507.4
5266,GRCh38__SPATA3-AS1
5267,GRCh38__SPATA3
5268,GRCh38__C2orf72
5269,GRCh38__PSMD1
5270,GRCh38__HTR2B
5271,GRCh38__ARMC9
5272,GRCh38__B3GNT7
5273,GRCh38__AC017104.3
5274,GRCh38__NCL
5275,GRCh38__LINC00471
5276,GRCh38__NMUR1
5277,GRCh38__TEX44
5278,GRCh38__PTMA
5279,GRCh38__PDE6D
5280,GRCh38__COPS7B
5281,GRCh38__NPPC
5282,GRCh38__DIS3L2
5283,GRCh38__AC019130.1
5284,GRCh38__ALPP
5285,GRCh38__AC068134.1
5286,GRCh38__ALPG
5287,GRCh38__AC068134.2
5288,GRCh38__ALPI
5289,GRCh38__ECEL1
5290,GRCh38__PRSS56
5291,GRCh38__CHRND
5292,GRCh38__CHRNG
5293,GRCh38__TIGD1
5294,GRCh38__EIF4E2
5295,GRCh38__AC073254.1
5296,GRCh38__EFHD1
5297,GRCh38__GIGYF2
5298,GRCh38__KCNJ13
5299,GRCh38__SNORC
5300,GRCh38__NGEF
5301,GRCh38__NEU2
5302,GRCh38__INPP5D
5303,GRCh38__ATG16L1
5304,GRCh38__SAG
5305,GRCh38__AC013726.1
5306,GRCh38__DGKD
5307,GRCh38__USP40
5308,GRCh38__UGT1A8
5309,GRCh38__UGT1A10
5310,GRCh38__UGT1A9
5311,GRCh38__UGT1A7
5312,GRCh38__UGT1A6
5313,GRCh38__AC114812.2
5314,GRCh38__UGT1A5
5315,GRCh38__UGT1A4
5316,GRCh38__UGT1A3
5317,GRCh38__UGT1A1
5318,GRCh38__MROH2A
5319,GRCh38__HJURP
5320,GRCh38__TRPM8
5321,GRCh38__AC005538.1
5322,GRCh38__SPP2
5323,GRCh38__AC006037.1
5324,GRCh38__AC122134.1
5325,GRCh38__AC097713.1
5326,GRCh38__LINC01891
5327,GRCh38__ARL4C
5328,GRCh38__LINC01173
5329,GRCh38__SH3BP4
5330,GRCh38__AC114814.1
5331,GRCh38__AC114814.3
5332,GRCh38__AGAP1
5333,GRCh38__AC064874.1
5334,GRCh38__GBX2
5335,GRCh38__AC019068.1
5336,GRCh38__ASB18
5337,GRCh38__IQCA1
5338,GRCh38__AC093915.1
5339,GRCh38__IQCA1-AS1
5340,GRCh38__ACKR3
5341,GRCh38__AC084030.1
5342,GRCh38__AC105760.1
5343,GRCh38__AC105760.2
5344,GRCh38__COPS8
5345,GRCh38__AC107079.1
5346,GRCh38__AC112715.1
5347,GRCh38__COL6A3
5348,GRCh38__AC112721.1
5349,GRCh38__AC112721.2
5350,GRCh38__MLPH
5351,GRCh38__PRLH
5352,GRCh38__RAB17
5353,GRCh38__AC104667.2
5354,GRCh38__AC104667.1
5355,GRCh38__LRRFIP1
5356,GRCh38__RBM44
5357,GRCh38__RAMP1
5358,GRCh38__UBE2F
5359,GRCh38__UBE2F-SCLY
5360,GRCh38__SCLY
5361,GRCh38__ESPNL
5362,GRCh38__KLHL30
5363,GRCh38__ERFE
5364,GRCh38__ILKAP
5365,GRCh38__HES6
5366,GRCh38__PER2
5367,GRCh38__AC012485.3
5368,GRCh38__AC012485.2
5369,GRCh38__TRAF3IP1
5370,GRCh38__ASB1
5371,GRCh38__AC016999.1
5372,GRCh38__LINC01107
5373,GRCh38__LINC01937
5374,GRCh38__AC145625.1
5375,GRCh38__TWIST2
5376,GRCh38__LINC01940
5377,GRCh38__HDAC4
5378,GRCh38__AC062017.1
5379,GRCh38__AC079612.1
5380,GRCh38__AC079612.2
5381,GRCh38__AC093802.2
5382,GRCh38__AC093802.1
5383,GRCh38__NDUFA10
5384,GRCh38__OR6B2
5385,GRCh38__OR6B3
5386,GRCh38__COPS9
5387,GRCh38__OTOS
5388,GRCh38__AC124861.1
5389,GRCh38__GPC1
5390,GRCh38__ANKMY1
5391,GRCh38__DUSP28
5392,GRCh38__RNPEPL1
5393,GRCh38__CAPN10-DT
5394,GRCh38__CAPN10
5395,GRCh38__GPR35
5396,GRCh38__AQP12B
5397,GRCh38__AC011298.1
5398,GRCh38__AQP12A
5399,GRCh38__KIF1A
5400,GRCh38__AGXT
5401,GRCh38__C2orf54
5402,GRCh38__CROCC2
5403,GRCh38__AC104809.1
5404,GRCh38__SNED1
5405,GRCh38__AC093585.1
5406,GRCh38__AC005237.1
5407,GRCh38__MTERF4
5408,GRCh38__PASK
5409,GRCh38__PPP1R7
5410,GRCh38__ANO7
5411,GRCh38__HDLBP
5412,GRCh38__SEPT2
5413,GRCh38__AC005104.1
5414,GRCh38__FARP2
5415,GRCh38__STK25
5416,GRCh38__BOK-AS1
5417,GRCh38__BOK
5418,GRCh38__AC133528.1
5419,GRCh38__THAP4
5420,GRCh38__ATG4B
5421,GRCh38__DTYMK
5422,GRCh38__ING5
5423,GRCh38__AC114730.3
5424,GRCh38__D2HGDH
5425,GRCh38__AC114730.1
5426,GRCh38__AC114730.2
5427,GRCh38__GAL3ST2
5428,GRCh38__AC131097.1
5429,GRCh38__AC131097.3
5430,GRCh38__NEU4
5431,GRCh38__AC131097.4
5432,GRCh38__PDCD1
5433,GRCh38__RTP5
5434,GRCh38__AC131097.2
5435,GRCh38__LINC01238
5436,GRCh38__AC093642.1
5437,GRCh38__LINC01880
5438,GRCh38__LINC01238-1
5439,GRCh38__LINC01986
5440,GRCh38__AC066595.1
5441,GRCh38__CHL1
5442,GRCh38__CHL1-AS1
5443,GRCh38__LINC01266
5444,GRCh38__AC090044.1
5445,GRCh38__AC087430.1
5446,GRCh38__CNTN6
5447,GRCh38__AC018814.1
5448,GRCh38__CNTN4
5449,GRCh38__CNTN4-AS2
5450,GRCh38__CNTN4-AS1
5451,GRCh38__IL5RA
5452,GRCh38__TRNT1
5453,GRCh38__CRBN
5454,GRCh38__AC024060.1
5455,GRCh38__AC034195.1
5456,GRCh38__SUMF1
5457,GRCh38__LRRN1
5458,GRCh38__SETMAR
5459,GRCh38__ITPR1-DT
5460,GRCh38__ITPR1
5461,GRCh38__EGOT
5462,GRCh38__AC018816.1
5463,GRCh38__BHLHE40-AS1
5464,GRCh38__BHLHE40
5465,GRCh38__ARL8B
5466,GRCh38__AC026202.2
5467,GRCh38__AC026202.3
5468,GRCh38__EDEM1
5469,GRCh38__AC026202.1
5470,GRCh38__AC087857.1
5471,GRCh38__AC026167.1
5472,GRCh38__AC069277.1
5473,GRCh38__GRM7-AS3
5474,GRCh38__GRM7
5475,GRCh38__GRM7-AS2
5476,GRCh38__GRM7-AS1
5477,GRCh38__AC068313.1
5478,GRCh38__LMCD1-AS1
5479,GRCh38__AC018832.1
5480,GRCh38__AC023481.1
5481,GRCh38__LMCD1
5482,GRCh38__AC034187.1
5483,GRCh38__SSUH2
5484,GRCh38__CAV3
5485,GRCh38__OXTR
5486,GRCh38__RAD18
5487,GRCh38__SRGAP3
5488,GRCh38__SRGAP3-AS1
5489,GRCh38__SRGAP3-AS2
5490,GRCh38__SRGAP3-AS3
5491,GRCh38__SRGAP3-AS4
5492,GRCh38__AC026191.1
5493,GRCh38__THUMPD3-AS1
5494,GRCh38__THUMPD3
5495,GRCh38__SETD5
5496,GRCh38__LHFPL4
5497,GRCh38__MTMR14
5498,GRCh38__CPNE9
5499,GRCh38__BRPF1
5500,GRCh38__OGG1
5501,GRCh38__CAMK1
5502,GRCh38__TADA3
5503,GRCh38__ARPC4
5504,GRCh38__ARPC4-TTLL3
5505,GRCh38__TTLL3
5506,GRCh38__AC022382.1
5507,GRCh38__RPUSD3
5508,GRCh38__CIDEC
5509,GRCh38__JAGN1
5510,GRCh38__IL17RE
5511,GRCh38__IL17RC
5512,GRCh38__CRELD1
5513,GRCh38__PRRT3
5514,GRCh38__PRRT3-AS1
5515,GRCh38__AC018809.2
5516,GRCh38__EMC3
5517,GRCh38__AC022007.1
5518,GRCh38__FANCD2
5519,GRCh38__FANCD2OS
5520,GRCh38__BRK1
5521,GRCh38__VHL
5522,GRCh38__IRAK2
5523,GRCh38__TATDN2
5524,GRCh38__AC022384.1
5525,GRCh38__LINC00852
5526,GRCh38__GHRL
5527,GRCh38__GHRLOS
5528,GRCh38__SEC13
5529,GRCh38__ATP2B2
5530,GRCh38__LINC00606
5531,GRCh38__AC018495.1
5532,GRCh38__SLC6A11
5533,GRCh38__SLC6A1
5534,GRCh38__SLC6A1-AS1
5535,GRCh38__HRH1
5536,GRCh38__ATG7
5537,GRCh38__VGLL4
5538,GRCh38__AC022001.2
5539,GRCh38__AC022001.3
5540,GRCh38__TAMM41
5541,GRCh38__SYN2
5542,GRCh38__TIMP4
5543,GRCh38__PPARG
5544,GRCh38__TSEN2
5545,GRCh38__MKRN2OS
5546,GRCh38__MKRN2
5547,GRCh38__RAF1
5548,GRCh38__TMEM40
5549,GRCh38__CAND2
5550,GRCh38__AC034198.2
5551,GRCh38__RPL32
5552,GRCh38__LINC02022
5553,GRCh38__IQSEC1
5554,GRCh38__NUP210
5555,GRCh38__HDAC11-AS1
5556,GRCh38__HDAC11
5557,GRCh38__FBLN2
5558,GRCh38__LINC00620
5559,GRCh38__WNT7A
5560,GRCh38__CHCHD4
5561,GRCh38__TMEM43
5562,GRCh38__AC090004.1
5563,GRCh38__AC093495.1
5564,GRCh38__XPC
5565,GRCh38__LSM3
5566,GRCh38__AC093496.1
5567,GRCh38__LINC01267
5568,GRCh38__SLC6A6
5569,GRCh38__GRIP2
5570,GRCh38__AC090952.2
5571,GRCh38__AC090952.1
5572,GRCh38__CCDC174
5573,GRCh38__C3orf20
5574,GRCh38__AC090957.1
5575,GRCh38__LINC02011
5576,GRCh38__FGD5
5577,GRCh38__FGD5-AS1
5578,GRCh38__NR2C2
5579,GRCh38__MRPS25
5580,GRCh38__RBSN
5581,GRCh38__CAPN7
5582,GRCh38__SH3BP5-AS1
5583,GRCh38__SH3BP5
5584,GRCh38__METTL6
5585,GRCh38__EAF1
5586,GRCh38__EAF1-AS1
5587,GRCh38__COLQ
5588,GRCh38__HACL1
5589,GRCh38__BTD
5590,GRCh38__ANKRD28
5591,GRCh38__GALNT15
5592,GRCh38__DPH3
5593,GRCh38__OXNAD1
5594,GRCh38__RFTN1
5595,GRCh38__AC090948.1
5596,GRCh38__AC090948.2
5597,GRCh38__AC090948.3
5598,GRCh38__AC010139.1
5599,GRCh38__LINC00690
5600,GRCh38__DAZL
5601,GRCh38__AC091493.1
5602,GRCh38__PLCL2
5603,GRCh38__PLCL2-AS1
5604,GRCh38__TBC1D5
5605,GRCh38__AC132807.1
5606,GRCh38__AC132807.2
5607,GRCh38__SATB1
5608,GRCh38__KCNH8
5609,GRCh38__EFHB
5610,GRCh38__RAB5A
5611,GRCh38__PP2D1
5612,GRCh38__KAT2B
5613,GRCh38__SGO1
5614,GRCh38__AC116096.1
5615,GRCh38__AC099753.1
5616,GRCh38__ZNF385D
5617,GRCh38__ZNF385D-AS1
5618,GRCh38__ZNF385D-AS2
5619,GRCh38__UBE2E2-AS1
5620,GRCh38__UBE2E2
5621,GRCh38__UBE2E1-AS1
5622,GRCh38__UBE2E1
5623,GRCh38__NKIRAS1
5624,GRCh38__RPL15
5625,GRCh38__NR1D2
5626,GRCh38__LINC00691
5627,GRCh38__THRB
5628,GRCh38__AC012087.1
5629,GRCh38__AC092422.1
5630,GRCh38__RARB
5631,GRCh38__TOP2B
5632,GRCh38__NGLY1
5633,GRCh38__OXSM
5634,GRCh38__AC099754.1
5635,GRCh38__LRRC3B
5636,GRCh38__AC114877.1
5637,GRCh38__NEK10
5638,GRCh38__SLC4A7
5639,GRCh38__AC098614.4
5640,GRCh38__LINC02084
5641,GRCh38__EOMES
5642,GRCh38__LINC01980
5643,GRCh38__LINC01981
5644,GRCh38__LINC01967
5645,GRCh38__CMC1
5646,GRCh38__AZI2
5647,GRCh38__ZCWPW2
5648,GRCh38__AC098650.1
5649,GRCh38__RBMS3
5650,GRCh38__RBMS3-AS3
5651,GRCh38__RBMS3-AS2
5652,GRCh38__RBMS3-AS1
5653,GRCh38__LINC01985
5654,GRCh38__AC116035.1
5655,GRCh38__TGFBR2
5656,GRCh38__GADL1
5657,GRCh38__STT3B
5658,GRCh38__OSBPL10
5659,GRCh38__OSBPL10-AS1
5660,GRCh38__ZNF860
5661,GRCh38__GPD1L
5662,GRCh38__CMTM8
5663,GRCh38__CMTM7
5664,GRCh38__CMTM6
5665,GRCh38__DYNC1LI1
5666,GRCh38__CNOT10
5667,GRCh38__CNOT10-AS1
5668,GRCh38__TRIM71
5669,GRCh38__CCR4
5670,GRCh38__GLB1
5671,GRCh38__TMPPE
5672,GRCh38__CRTAP
5673,GRCh38__AC112211.1
5674,GRCh38__SUSD5
5675,GRCh38__FBXL2
5676,GRCh38__UBP1
5677,GRCh38__CLASP2
5678,GRCh38__AC112220.3
5679,GRCh38__AC112220.4
5680,GRCh38__AC112220.2
5681,GRCh38__PDCD6IP
5682,GRCh38__LINC01811
5683,GRCh38__AC123023.1
5684,GRCh38__AC018359.1
5685,GRCh38__ARPP21
5686,GRCh38__ARPP21-AS1
5687,GRCh38__STAC
5688,GRCh38__DCLK3
5689,GRCh38__LINC02033
5690,GRCh38__TRANK1
5691,GRCh38__AC011816.2
5692,GRCh38__EPM2AIP1
5693,GRCh38__MLH1
5694,GRCh38__LRRFIP2
5695,GRCh38__AC126118.1
5696,GRCh38__AC097359.3
5697,GRCh38__AC097359.2
5698,GRCh38__GOLGA4
5699,GRCh38__ITGA9
5700,GRCh38__CTDSPL
5701,GRCh38__VILL
5702,GRCh38__PLCD1
5703,GRCh38__DLEC1
5704,GRCh38__ACAA1
5705,GRCh38__MYD88
5706,GRCh38__OXSR1
5707,GRCh38__SLC22A13
5708,GRCh38__SLC22A14
5709,GRCh38__XYLB
5710,GRCh38__ACVR2B-AS1
5711,GRCh38__ACVR2B
5712,GRCh38__EXOG
5713,GRCh38__SCN5A
5714,GRCh38__SCN10A
5715,GRCh38__AC116038.1
5716,GRCh38__SCN11A
5717,GRCh38__WDR48
5718,GRCh38__GORASP1
5719,GRCh38__TTC21A
5720,GRCh38__CSRNP1
5721,GRCh38__AC092053.3
5722,GRCh38__AC092053.2
5723,GRCh38__XIRP1
5724,GRCh38__CX3CR1
5725,GRCh38__CCR8
5726,GRCh38__SLC25A38
5727,GRCh38__RPSA
5728,GRCh38__MOBP
5729,GRCh38__MYRIP
5730,GRCh38__EIF1B
5731,GRCh38__ENTPD3-AS1
5732,GRCh38__ENTPD3
5733,GRCh38__RPL14
5734,GRCh38__ZNF619
5735,GRCh38__ZNF620
5736,GRCh38__ZNF621
5737,GRCh38__AC122683.1
5738,GRCh38__AC099560.1
5739,GRCh38__AC099541.1
5740,GRCh38__AC009743.1
5741,GRCh38__CTNNB1
5742,GRCh38__ULK4
5743,GRCh38__TRAK1
5744,GRCh38__CCK
5745,GRCh38__AC018358.1
5746,GRCh38__LYZL4
5747,GRCh38__VIPR1
5748,GRCh38__VIPR1-AS1
5749,GRCh38__SEC22C
5750,GRCh38__SS18L2
5751,GRCh38__NKTR
5752,GRCh38__AC006059.1
5753,GRCh38__ZBTB47
5754,GRCh38__KLHL40
5755,GRCh38__CCDC13
5756,GRCh38__HHATL
5757,GRCh38__HHATL-AS1
5758,GRCh38__CCDC13-AS1
5759,GRCh38__AC099329.3
5760,GRCh38__LINC02158
5761,GRCh38__HIGD1A
5762,GRCh38__AC099329.1
5763,GRCh38__ACKR2
5764,GRCh38__AC092042.3
5765,GRCh38__KRBOX1
5766,GRCh38__CYP8B1
5767,GRCh38__ZNF662
5768,GRCh38__KRBOX1-AS1
5769,GRCh38__FAM198A
5770,GRCh38__POMGNT2
5771,GRCh38__AC092042.1
5772,GRCh38__SNRK
5773,GRCh38__AC104184.1
5774,GRCh38__SNRK-AS1
5775,GRCh38__ANO10
5776,GRCh38__ABHD5
5777,GRCh38__AC006055.1
5778,GRCh38__AC006058.2
5779,GRCh38__AC006058.3
5780,GRCh38__AC006058.1
5781,GRCh38__TOPAZ1
5782,GRCh38__AC104187.1
5783,GRCh38__TCAIM
5784,GRCh38__LINC01988
5785,GRCh38__ZNF445
5786,GRCh38__ZNF852
5787,GRCh38__ZKSCAN7
5788,GRCh38__AC099669.1
5789,GRCh38__ZNF660
5790,GRCh38__ZNF197
5791,GRCh38__ZNF197-AS1
5792,GRCh38__ZNF35
5793,GRCh38__AC124045.1
5794,GRCh38__ZNF502
5795,GRCh38__ZNF501
5796,GRCh38__KIAA1143
5797,GRCh38__KIF15
5798,GRCh38__TMEM42
5799,GRCh38__TGM4
5800,GRCh38__AC098649.1
5801,GRCh38__ZDHHC3
5802,GRCh38__EXOSC7
5803,GRCh38__CLEC3B
5804,GRCh38__CDCP1
5805,GRCh38__TMEM158
5806,GRCh38__LARS2
5807,GRCh38__LARS2-AS1
5808,GRCh38__LIMD1
5809,GRCh38__SACM1L
5810,GRCh38__SLC6A20
5811,GRCh38__LZTFL1
5812,GRCh38__CCR9
5813,GRCh38__FYCO1
5814,GRCh38__CXCR6
5815,GRCh38__XCR1
5816,GRCh38__CCR3
5817,GRCh38__CCR1
5818,GRCh38__CCR2
5819,GRCh38__AC098613.1
5820,GRCh38__CCR5
5821,GRCh38__CCRL2
5822,GRCh38__LINC02009
5823,GRCh38__LTF
5824,GRCh38__RTP3
5825,GRCh38__LRRC2
5826,GRCh38__LRRC2-AS1
5827,GRCh38__TDGF1
5828,GRCh38__AC104304.1
5829,GRCh38__FAM240A
5830,GRCh38__ALS2CL
5831,GRCh38__TMIE
5832,GRCh38__PRSS50
5833,GRCh38__PRSS50-1
5834,GRCh38__PRSS45
5835,GRCh38__AC109583.3
5836,GRCh38__PRSS42
5837,GRCh38__MYL3
5838,GRCh38__PTH1R
5839,GRCh38__CCDC12
5840,GRCh38__NBEAL2
5841,GRCh38__SETD2
5842,GRCh38__KIF9-AS1
5843,GRCh38__KIF9
5844,GRCh38__KLHL18
5845,GRCh38__AC099778.1
5846,GRCh38__PTPN23
5847,GRCh38__SCAP
5848,GRCh38__ELP6
5849,GRCh38__CSPG5
5850,GRCh38__SMARCC1
5851,GRCh38__DHX30
5852,GRCh38__MAP4
5853,GRCh38__CDC25A
5854,GRCh38__CAMP
5855,GRCh38__ZNF589
5856,GRCh38__NME6
5857,GRCh38__SPINK8
5858,GRCh38__FBXW12
5859,GRCh38__PLXNB1
5860,GRCh38__CCDC51
5861,GRCh38__TMA7
5862,GRCh38__AC134772.1
5863,GRCh38__ATRIP
5864,GRCh38__TREX1
5865,GRCh38__SHISA5
5866,GRCh38__PFKFB4
5867,GRCh38__UCN2
5868,GRCh38__COL7A1
5869,GRCh38__UQCRC1
5870,GRCh38__TMEM89
5871,GRCh38__SLC26A6
5872,GRCh38__CELSR3
5873,GRCh38__LINC02585
5874,GRCh38__AC141002.1
5875,GRCh38__NCKIPSD
5876,GRCh38__IP6K2
5877,GRCh38__PRKAR2A
5878,GRCh38__PRKAR2A-AS1
5879,GRCh38__SLC25A20
5880,GRCh38__ARIH2OS
5881,GRCh38__ARIH2
5882,GRCh38__AC137630.2
5883,GRCh38__AC137630.1
5884,GRCh38__AC137630.4
5885,GRCh38__P4HTM
5886,GRCh38__WDR6
5887,GRCh38__DALRD3
5888,GRCh38__NDUFAF3
5889,GRCh38__IMPDH2
5890,GRCh38__AC137630.3
5891,GRCh38__QRICH1
5892,GRCh38__QARS
5893,GRCh38__USP19
5894,GRCh38__LAMB2
5895,GRCh38__CCDC71
5896,GRCh38__KLHDC8B
5897,GRCh38__C3orf84
5898,GRCh38__CCDC36
5899,GRCh38__AC121247.1
5900,GRCh38__C3orf62
5901,GRCh38__USP4
5902,GRCh38__RHOA
5903,GRCh38__TCTA
5904,GRCh38__AMT
5905,GRCh38__AC104452.1
5906,GRCh38__NICN1
5907,GRCh38__DAG1
5908,GRCh38__BSN-DT
5909,GRCh38__BSN
5910,GRCh38__BSN-AS1
5911,GRCh38__APEH
5912,GRCh38__MST1
5913,GRCh38__RNF123
5914,GRCh38__AMIGO3
5915,GRCh38__GMPPB
5916,GRCh38__IP6K1
5917,GRCh38__CDHR4
5918,GRCh38__INKA1
5919,GRCh38__UBA7
5920,GRCh38__TRAIP
5921,GRCh38__CAMKV
5922,GRCh38__MST1R
5923,GRCh38__AC105935.2
5924,GRCh38__AC105935.1
5925,GRCh38__MON1A
5926,GRCh38__RBM6
5927,GRCh38__RBM5
5928,GRCh38__RBM5-AS1
5929,GRCh38__SEMA3F-AS1
5930,GRCh38__SEMA3F
5931,GRCh38__GNAT1
5932,GRCh38__SLC38A3
5933,GRCh38__GNAI2
5934,GRCh38__U73166.1
5935,GRCh38__SEMA3B-AS1
5936,GRCh38__SEMA3B
5937,GRCh38__LSMEM2
5938,GRCh38__IFRD2
5939,GRCh38__HYAL3
5940,GRCh38__NAA80
5941,GRCh38__HYAL1
5942,GRCh38__HYAL2
5943,GRCh38__TUSC2
5944,GRCh38__RASSF1
5945,GRCh38__RASSF1-AS1
5946,GRCh38__ZMYND10-AS1
5947,GRCh38__ZMYND10
5948,GRCh38__NPRL2
5949,GRCh38__CYB561D2
5950,GRCh38__Z84492.1
5951,GRCh38__TMEM115
5952,GRCh38__CACNA2D2
5953,GRCh38__CYB561D2-1
5954,GRCh38__C3orf18
5955,GRCh38__HEMK1
5956,GRCh38__AC096920.1
5957,GRCh38__CISH
5958,GRCh38__MAPKAPK3
5959,GRCh38__LINC02019
5960,GRCh38__DOCK3
5961,GRCh38__MANF
5962,GRCh38__RBM15B
5963,GRCh38__DCAF1
5964,GRCh38__RAD54L2
5965,GRCh38__TEX264
5966,GRCh38__GRM2
5967,GRCh38__IQCF6
5968,GRCh38__IQCF3
5969,GRCh38__IQCF2
5970,GRCh38__IQCF5-AS1
5971,GRCh38__IQCF5
5972,GRCh38__IQCF1
5973,GRCh38__RRP9
5974,GRCh38__PARP3
5975,GRCh38__GPR62
5976,GRCh38__PCBP4
5977,GRCh38__ABHD14B
5978,GRCh38__ABHD14A
5979,GRCh38__ABHD14A-ACY1
5980,GRCh38__ACY1
5981,GRCh38__RPL29
5982,GRCh38__DUSP7
5983,GRCh38__POC1A
5984,GRCh38__ALAS1
5985,GRCh38__TLR9
5986,GRCh38__AC097637.1
5987,GRCh38__TWF2
5988,GRCh38__AC006252.1
5989,GRCh38__PPM1M
5990,GRCh38__WDR82
5991,GRCh38__GLYCTK
5992,GRCh38__DNAH1
5993,GRCh38__BAP1
5994,GRCh38__PHF7
5995,GRCh38__SEMA3G
5996,GRCh38__TNNC1
5997,GRCh38__NISCH
5998,GRCh38__STAB1
5999,GRCh38__NT5DC2
6000,GRCh38__SMIM4
6001,GRCh38__PBRM1
6002,GRCh38__GNL3
6003,GRCh38__GLT8D1
6004,GRCh38__SPCS1
6005,GRCh38__NEK4
6006,GRCh38__ITIH1
6007,GRCh38__ITIH3
6008,GRCh38__ITIH4
6009,GRCh38__AC006254.1
6010,GRCh38__ITIH4-AS1
6011,GRCh38__MUSTN1
6012,GRCh38__TMEM110-MUSTN1
6013,GRCh38__STIMATE
6014,GRCh38__SFMBT1
6015,GRCh38__AC096887.1
6016,GRCh38__RFT1
6017,GRCh38__PRKCD
6018,GRCh38__TKT
6019,GRCh38__DCP1A
6020,GRCh38__CACNA1D
6021,GRCh38__AC012467.1
6022,GRCh38__CHDH
6023,GRCh38__IL17RB
6024,GRCh38__AC012467.2
6025,GRCh38__ACTR8
6026,GRCh38__SELENOK
6027,GRCh38__CACNA2D3
6028,GRCh38__CACNA2D3-AS1
6029,GRCh38__LRTM1
6030,GRCh38__AC092059.1
6031,GRCh38__LINC02017
6032,GRCh38__LINC02030
6033,GRCh38__AC121764.2
6034,GRCh38__AC121764.3
6035,GRCh38__WNT5A
6036,GRCh38__WNT5A-AS1
6037,GRCh38__AC121764.1
6038,GRCh38__ERC2
6039,GRCh38__AC025572.1
6040,GRCh38__CCDC66
6041,GRCh38__FAM208A
6042,GRCh38__ARHGEF3
6043,GRCh38__ARHGEF3-AS1
6044,GRCh38__SPATA12
6045,GRCh38__AC097358.2
6046,GRCh38__IL17RD
6047,GRCh38__HESX1
6048,GRCh38__APPL1
6049,GRCh38__ASB14
6050,GRCh38__DNAH12
6051,GRCh38__PDE12
6052,GRCh38__ARF4
6053,GRCh38__ARF4-AS1
6054,GRCh38__DENND6A
6055,GRCh38__DENND6A-AS1
6056,GRCh38__DENND6A-DT
6057,GRCh38__SLMAP
6058,GRCh38__FLNB
6059,GRCh38__FLNB-AS1
6060,GRCh38__AC137936.1
6061,GRCh38__DNASE1L3
6062,GRCh38__ABHD6
6063,GRCh38__RPP14
6064,GRCh38__HTD2
6065,GRCh38__AC098479.1
6066,GRCh38__PXK
6067,GRCh38__PDHB
6068,GRCh38__AC135507.1
6069,GRCh38__AC116036.2
6070,GRCh38__KCTD6
6071,GRCh38__ACOX2
6072,GRCh38__FAM107A
6073,GRCh38__AC119424.1
6074,GRCh38__FAM3D-AS1
6075,GRCh38__FAM3D
6076,GRCh38__C3orf67
6077,GRCh38__C3orf67-AS1
6078,GRCh38__AC114400.1
6079,GRCh38__AC138057.1
6080,GRCh38__AC126121.2
6081,GRCh38__FHIT
6082,GRCh38__PTPRG
6083,GRCh38__C3orf14
6084,GRCh38__FEZF2
6085,GRCh38__CADPS
6086,GRCh38__LINC00698
6087,GRCh38__SYNPR
6088,GRCh38__SYNPR-AS1
6089,GRCh38__SNTN
6090,GRCh38__C3orf49
6091,GRCh38__THOC7
6092,GRCh38__THOC7-AS1
6093,GRCh38__ATXN7
6094,GRCh38__ATXN7-1
6095,GRCh38__SCAANT1
6096,GRCh38__PSMD6-AS2
6097,GRCh38__AC012557.1
6098,GRCh38__PSMD6
6099,GRCh38__PSMD6-AS1
6100,GRCh38__AC012557.2
6101,GRCh38__AC092040.1
6102,GRCh38__LINC00994
6103,GRCh38__PRICKLE2
6104,GRCh38__PRICKLE2-AS1
6105,GRCh38__PRICKLE2-AS2
6106,GRCh38__PRICKLE2-AS3
6107,GRCh38__AC096888.1
6108,GRCh38__ADAMTS9
6109,GRCh38__ADAMTS9-AS1
6110,GRCh38__ADAMTS9-AS2
6111,GRCh38__LINC02040
6112,GRCh38__MAGI1
6113,GRCh38__MAGI1-AS1
6114,GRCh38__SLC25A26
6115,GRCh38__LRIG1
6116,GRCh38__KBTBD8
6117,GRCh38__AC114401.1
6118,GRCh38__SUCLG2
6119,GRCh38__SUCLG2-AS1
6120,GRCh38__FAM19A1
6121,GRCh38__FAM19A4
6122,GRCh38__EOGT
6123,GRCh38__AC109587.1
6124,GRCh38__TMF1
